学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
4540,广西经济职业学院,502,建筑消防技术,12,268,0
4540,广西经济职业学院,503,工程造价,10,268,0
4540,广西经济职业学院,504,建设工程监理,5,268,0
4540,广西经济职业学院,505,机电一体化技术,16,327,279817
4540,广西经济职业学院,506,工业机器人技术,10,268,0
4540,广西经济职业学院,507,无人机应用技术,13,268,0
4540,广西经济职业学院,508,新能源汽车技术,13,268,0
4540,广西经济职业学院,509,食品检验检测技术,13,268,0
4540,广西经济职业学院,510,高速铁路客运服务,16,268,0
4540,广西经济职业学院,511,汽车检测与维修技术,10,268,0
4540,广西经济职业学院,512,应用电子技术,5,268,0
4540,广西经济职业学院,513,计算机应用技术,16,268,0
4540,广西经济职业学院,514,大数据技术,3,316,281834
4540,广西经济职业学院,515,云计算技术应用,8,268,0
4540,广西经济职业学院,516,婴幼儿托育服务与管理,6,285,287179
4540,广西经济职业学院,517,老年保健与管理,6,268,0
4540,广西经济职业学院,518,金融服务与管理,2,301,284387
4540,广西经济职业学院,519,大数据与财务管理,5,275,289131
4540,广西经济职业学院,520,大数据与会计,16,268,0
4540,广西经济职业学院,521,工商企业管理,6,295,285458
4540,广西经济职业学院,522,市场营销,11,268,0
4540,广西经济职业学院,523,电子商务,13,268,0
4540,广西经济职业学院,524,现代物流管理,10,268,0
4540,广西经济职业学院,525,酒店管理与数字化运营,6,273,289550
4540,广西经济职业学院,526,烹饪工艺与营养,13,268,0
4540,广西经济职业学院,527,艺术设计,10,268,0
4540,广西经济职业学院,528,数字媒体艺术设计,13,268,0
4540,广西经济职业学院,529,环境艺术设计,2,317,281759
4540,广西经济职业学院,530,美容美体艺术,10,268,0
4540,广西经济职业学院,531,工艺美术品设计,10,268,0
4540,广西经济职业学院,533,表演艺术,6,268,0
4540,广西经济职业学院,534,社会体育,6,268,0
4540,广西经济职业学院,535,人力资源管理,6,268,0
4540,广西经济职业学院,536,行政管理,6,268,0
4540,广西经济职业学院,537,现代家政服务与管理,6,268,0
4540,广西经济职业学院,538,智慧健康养老服务与管理,6,268,0
4540,广西经济职业学院,539,建筑工程技术(建筑节能技术方向),6,268,0
4540,广西经济职业学院,540,大数据与会计(国际会计方向),6,268,0
4540,广西经济职业学院,541,烹饪工艺与营养(公众营养方向),6,268,0
4540,广西经济职业学院,542,烹饪工艺与营养(西餐工艺方向),6,268,0
4540,广西经济职业学院,544,舞蹈表演(流行舞方向),2,288,286669
4541,广西培贤国际职业学院,501,电子商务,2,373,266381
4541,广西培贤国际职业学院,502,全媒体广告策划与营销,2,268,0
4541,广西培贤国际职业学院,503,网络营销与直播电商,2,361,270972
4541,广西培贤国际职业学院,504,动漫制作技术,2,268,0
4541,广西培贤国际职业学院,505,播音与主持,2,365,269413
4541,广西培贤国际职业学院,506,无人机应用技术,2,359,271487
4541,广西培贤国际职业学院,507,大数据技术,2,310,282940
4541,广西培贤国际职业学院,508,大数据与会计,2,380,263631
4541,广西培贤国际职业学院,509,人力资源管理,2,340,276772
4541,广西培贤国际职业学院,511,眼视光仪器技术,2,400,254385
4541,广西培贤国际职业学院,512,婴幼儿托育服务与管理,2,268,0
4541,广西培贤国际职业学院,513,商务英语,2,343,276136
4541,广西培贤国际职业学院,514,国际商务,2,268,0
4541,广西培贤国际职业学院,515,高速铁路客运服务,2,401,253724
4542,南宁学院,2,机械设计制造及其自动化,1,489,184541
4542,南宁学院,3,新能源汽车工程,1,485,188717
4542,南宁学院,4,智能车辆工程,2,481,193065
4542,南宁学院,5,工程造价,2,477,197885
4542,南宁学院,6,智能建造,2,477,197030
4542,南宁学院,7,计算机科学与技术,1,489,184430
4542,南宁学院,9,智能科学与技术,2,485,189056
4542,南宁学院,10,软件工程,2,483,191566
4542,南宁学院,11,大数据管理与应用,3,479,195201
4542,南宁学院,14,数字经济,2,480,193996
4543,柳州铁道职业技术学院,502,铁路物流管理(多式联运),3,478,196835
4543,柳州铁道职业技术学院,503,铁道机车运用与维护,1,489,184932
4543,柳州铁道职业技术学院,504,动车组检修技术,4,470,204043
4543,柳州铁道职业技术学院,505,铁道桥梁隧道工程技术,4,453,219145
4544,广西科技职业学院,501,电子商务,2,342,276295
4546,广西国际商务职业技术学院,501,跨境电子商务,7,405,251929
4546,广西国际商务职业技术学院,502,酒店管理与数字化运营,7,401,253753
4546,广西国际商务职业技术学院,503,大数据技术,6,414,246551
4547,广西自然资源职业技术学院,501,工程测量技术,8,409,249263
4547,广西自然资源职业技术学院,502,道路工程造价,8,416,245782
4547,广西自然资源职业技术学院,503,工业机器人技术,9,418,244540
4547,广西自然资源职业技术学院,504,新能源汽车技术,9,422,241667
4547,广西自然资源职业技术学院,505,电子商务,6,414,246892
4547,广西自然资源职业技术学院,506,网络营销与直播电商,12,415,246025
4548,广西物流职业技术学院,501,供应链运营,15,415,246335
4548,广西物流职业技术学院,502,智能物流技术,5,421,242219
4548,广西物流职业技术学院,503,汽车制造与试验技术,5,401,253709
4548,广西物流职业技术学院,504,大数据与会计,15,410,248870
4549,广西质量工程职业技术学院,501,机电一体化技术,4,437,231485
4549,广西质量工程职业技术学院,502,电梯工程技术,8,419,244004
4549,广西质量工程职业技术学院,503,数字媒体艺术设计,8,419,243907
4550,桂林信息工程职业学院,501,数控技术,8,298,284882
4550,桂林信息工程职业学院,502,智能控制技术,6,296,285196
4550,桂林信息工程职业学院,503,应用电子技术,8,268,0
4550,桂林信息工程职业学院,504,计算机网络技术,8,343,276046
4550,桂林信息工程职业学院,505,旅游管理,5,268,0
4551,梧州医学高等专科学校,501,护理,5,360,271086
4551,梧州医学高等专科学校,502,中医学,2,468,206444
4551,梧州医学高等专科学校,503,药学,3,268,0
4551,梧州医学高等专科学校,504,中医康复技术,2,379,263965
4551,梧州医学高等专科学校,505,康复治疗技术,2,292,285905
4551,梧州医学高等专科学校,506,医学美容技术,2,347,275001
4551,梧州医学高等专科学校,508,医学影像技术,2,268,0
4552,广西金融职业技术学院,501,金融服务与管理,4,405,251856
4552,广西金融职业技术学院,502,金融科技应用,4,386,261266
4552,广西金融职业技术学院,503,大数据与财务管理,4,405,251665
4552,广西金融职业技术学院,504,大数据与会计,4,410,249005
4552,广西金融职业技术学院,505,电子商务,4,408,249866
4552,广西金融职业技术学院,506,移动互联应用技术,4,396,256266
4552,广西金融职业技术学院,507,融媒体技术与运营,3,407,250787
4552,广西金融职业技术学院,508,财富管理,3,399,254757
4553,南宁职业技术大学,501,市政工程技术,5,402,253175
4553,南宁职业技术大学,502,软件技术,5,427,238628
4553,南宁职业技术大学,503,市场营销,5,412,247688
4553,南宁职业技术大学,504,机电一体化技术,9,446,225082
4553,南宁职业技术大学,505,数控技术,6,421,242302
4554,广西幼儿师范高等专科学校,501,学前教育(师范),3,379,264193
4554,广西幼儿师范高等专科学校,502,小学教育(师范),3,451,220831
4601,海口经济学院,11,电气工程及其自动化(智能控制),3,476,198032
4601,海口经济学院,24,地理空间信息工程,2,467,206736
4601,海口经济学院,25,智能科学与技术,2,467,207154
4601,海口经济学院,27,数据科学与大数据技术(智能数据分析),3,472,202133
4601,海口经济学院,501,测绘地理信息技术,4,309,283074
4601,海口经济学院,502,建筑设计,2,341,276649
4601,海口经济学院,503,工程造价,2,313,282490
4601,海口经济学院,505,大数据与会计,8,336,277733
4601,海口经济学院,506,人力资源管理,5,312,282662
4601,海口经济学院,507,现代物流管理,3,302,284264
4601,海口经济学院,508,电子商务,4,344,275829
4601,海口经济学院,509,金融服务与管理,2,310,282982
4601,海口经济学院,510,商务英语,2,377,264758
4601,海口经济学院,511,国际经济与贸易(跨境电商),2,313,282455
4601,海口经济学院,512,计算机网络技术,2,300,284584
4601,海口经济学院,513,现代移动通信技术,3,308,283317
4601,海口经济学院,514,电气自动化技术,3,405,251846
4601,海口经济学院,515,智能产品开发与应用,3,291,286119
4601,海口经济学院,517,旅游管理(含智慧旅游、数字文旅方向),5,343,276127
4601,海口经济学院,518,民航运输服务,4,312,282660
4601,海口经济学院,519,酒店管理与数字化运营,2,337,277524
4601,海口经济学院,525,影视编导,2,324,280372
4601,海口经济学院,541,市场营销(奢饰品营销),3,311,282744
4601,海口经济学院,542,会展策划与管理(含数字会展方向),4,354,272873
4601,海口经济学院,543,市场营销,2,294,285556
4601,海口经济学院,544,人力资源管理(人力资本管理与分析师),4,300,284510
4601,海口经济学院,545,电子商务(商业分析与大数据),3,358,271769
4601,海口经济学院,546,应用韩语,5,308,283327
4601,海口经济学院,547,园林工程技术,3,284,287389
4601,海口经济学院,550,市场营销(影视营销与制作),10,268,0
4601,海口经济学院,553,连锁经营与管理,4,284,287368
4601,海口经济学院,554,民宿管理与运营,4,296,285187
4601,海口经济学院,555,人工智能技术应用,2,315,282055
4601,海口经济学院,556,汽车智能技术,2,280,288133
4601,海口经济学院,557,环境监测技术,2,268,0
4601,海口经济学院,558,金融科技应用,3,310,282920
4601,海口经济学院,559,计算机应用技术,6,303,284046
4601,海口经济学院,560,商务管理,2,283,287546
4601,海口经济学院,561,新能源汽车技术,3,313,282471
4601,海口经济学院,562,无人机应用技术,2,355,272652
4601,海口经济学院,563,港口与航运管理,2,328,279654
4601,海口经济学院,564,动漫制作技术,2,304,283936
4601,海口经济学院,566,网络新闻与传播,2,312,282571
4601,海口经济学院,567,文化创意与策划,2,404,252480
4603,三亚学院,7,财务管理,1,527,141106
4603,三亚学院,12,供应链管理,1,557,103663
4603,三亚学院,14,旅游管理(智慧旅游大数据),1,525,142667
4603,三亚学院,16,会展经济与管理,1,521,148234
4603,三亚学院,22,语言学(语言科技),1,527,140882
4603,三亚学院,24,艺术管理,1,520,149127
4603,三亚学院,28,健康服务与管理,1,545,118867
4603,三亚学院,33,风景园林,1,526,142201
4603,三亚学院,35,医学检验技术,5,481,193089
4603,三亚学院,36,康复治疗学,4,483,190900
4603,三亚学院,37,数据计算及应用,8,467,207094
4603,三亚学院,38,车辆工程,8,467,206730
4603,三亚学院,39,新能源汽车工程,8,471,203409
4603,三亚学院,40,测控技术与仪器,8,466,207653
4603,三亚学院,41,新能源科学与工程,8,470,203933
4603,三亚学院,42,储能科学与工程,8,467,206724
4603,三亚学院,43,电子信息工程,7,472,202187
4603,三亚学院,44,通信工程,8,471,203309
4603,三亚学院,45,集成电路设计与集成系统,8,468,205915
4603,三亚学院,46,计算机科学与技术,8,474,200256
4603,三亚学院,47,软件工程,8,472,202332
4603,三亚学院,48,智能科学与技术,8,467,206650
4603,三亚学院,49,数据科学与大数据技术,10,471,203224
4603,三亚学院,50,虚拟现实技术,7,471,203512
4603,三亚学院,54,投资学(量化投资),1,520,148692
4603,三亚学院,55,国际经济与贸易(中外合作办学),1,507,165046
4603,三亚学院,56,数字经济,10,466,207745
4603,三亚学院,57,金融科技,12,464,209574
4603,三亚学院,58,区块链工程(数据资产管理),16,463,210413
4606,海南软件职业技术学院,501,软件技术,2,454,218666
4606,海南软件职业技术学院,502,大数据技术,2,429,237626
4606,海南软件职业技术学院,503,计算机应用技术,2,431,236303
4606,海南软件职业技术学院,504,信息安全技术应用,2,429,237163
4606,海南软件职业技术学院,505,广告艺术设计,2,422,242178
4606,海南软件职业技术学院,506,数字媒体艺术设计,2,434,234247
4606,海南软件职业技术学院,507,酒店管理与数字化运营,2,421,242293
4606,海南软件职业技术学院,508,旅游管理,2,417,244698
4606,海南软件职业技术学院,509,电子商务,2,435,233506
4608,海南外国语职业学院,501,应用英语,2,444,226685
4608,海南外国语职业学院,502,国际经济与贸易,1,424,240898
4608,海南外国语职业学院,503,应用日语,1,438,231204
4608,海南外国语职业学院,504,应用韩语,1,424,240369
4608,海南外国语职业学院,505,应用法语,1,435,233523
4608,海南外国语职业学院,506,应用外语(意大利语),1,467,207617
4609,海南医科大学,16,医学影像技术(中外合作办学),1,487,187295
4611,海南职业技术学院,501,计算机网络技术,3,424,240506
4611,海南职业技术学院,502,计算机应用技术,3,420,242950
4611,海南职业技术学院,503,建筑工程技术,3,416,245500
4611,海南职业技术学院,504,智能网联汽车技术,3,417,244691
4611,海南职业技术学院,505,珠宝首饰技术与管理,3,412,247629
4611,海南职业技术学院,506,中药学,4,452,220738
4611,海南职业技术学院,507,药学,5,439,230450
4611,海南职业技术学院,508,现代农业技术,4,416,245510
4611,海南职业技术学院,509,供应链运营,3,414,246532
4611,海南职业技术学院,510,现代物流管理,3,421,242223
4611,海南职业技术学院,511,跨境电子商务,4,416,245789
4611,海南职业技术学院,512,大数据与财务管理,3,420,243267
4611,海南职业技术学院,513,婴幼儿托育服务与管理,5,413,247195
4611,海南职业技术学院,514,融媒体技术与运营,4,397,255719
4614,三亚航空旅游职业学院,501,飞机机电设备维修,7,384,261789
4614,三亚航空旅游职业学院,502,空中乘务,38,332,278600
4614,三亚航空旅游职业学院,503,民航空中安全保卫,8,322,280665
4614,三亚航空旅游职业学院,504,高速铁路客运服务,2,400,254196
4614,三亚航空旅游职业学院,506,市场营销(奢侈品运营与管理),1,349,274404
4614,三亚航空旅游职业学院,507,旅游管理,1,388,260278
4614,三亚航空旅游职业学院,508,跨境电子商务,2,371,267244
4614,三亚航空旅游职业学院,509,网络营销与直播电商,2,330,279185
4615,海南卫生健康职业学院,501,护理,2,478,195978
4615,海南卫生健康职业学院,502,护理(健康与社会照护),1,473,201423
4615,海南卫生健康职业学院,503,护理(医学美容),1,488,186144
4615,海南卫生健康职业学院,504,婴幼儿托育服务与管理,1,395,256980
4615,海南卫生健康职业学院,505,药学,1,482,191940
4615,海南卫生健康职业学院,507,药品质量与安全,1,463,210556
4615,海南卫生健康职业学院,508,康复治疗技术,1,467,207347
4615,海南卫生健康职业学院,509,医学检验技术,1,488,186201
4615,海南卫生健康职业学院,510,医学影像技术,1,488,186227
4616,海南工商职业学院,501,计算机应用技术,65,268,0
4616,海南工商职业学院,502,网络直播与运营,45,268,0
4616,海南工商职业学院,503,大数据技术,40,268,0
4616,海南工商职业学院,504,电气自动化技术,30,268,0
4616,海南工商职业学院,505,人工智能技术应用,45,268,0
4616,海南工商职业学院,506,智能机器人技术,45,268,0
4616,海南工商职业学院,507,智能制造装备技术,30,268,0
4617,海南科技职业大学,1,机械设计制造及自动化,2,482,192104
4617,海南科技职业大学,501,智能机器人技术,6,356,272544
4617,海南科技职业大学,502,航海技术,5,403,252757
4617,海南科技职业大学,503,轮机工程技术,3,404,252251
4617,海南科技职业大学,504,大数据技术,6,368,268553
4617,海南科技职业大学,505,护理,8,376,265466
4617,海南科技职业大学,506,助产,4,329,279391
4617,海南科技职业大学,507,口腔医学技术,6,398,255261
4618,三亚理工职业学院,501,国际邮轮乘务管理,2,378,264548
4618,三亚理工职业学院,502,大数据与会计,1,396,256170
4618,三亚理工职业学院,503,护理,2,416,245526
4618,三亚理工职业学院,504,旅游管理,1,444,226838
4618,三亚理工职业学院,505,酒店管理与数字化运营,1,390,259344
4618,三亚理工职业学院,506,会展策划与管理,1,374,265964
4618,三亚理工职业学院,507,新能源汽车技术,2,376,265335
4618,三亚理工职业学院,508,广播影视节目制作,2,319,281403
4618,三亚理工职业学院,511,动漫制作技术,2,386,261268
4619,三亚城市职业学院,501,建筑工程技术,3,336,277666
4619,三亚城市职业学院,502,建筑消防技术,3,320,281234
4619,三亚城市职业学院,503,新能源汽车技术,3,352,273506
4619,三亚城市职业学院,506,大数据与会计,3,356,272538
4619,三亚城市职业学院,507,市场营销(新媒体运营),2,362,270540
4619,三亚城市职业学院,508,现代物流管理,3,360,271167
4619,三亚城市职业学院,509,智慧健康养老服务与管理,3,282,287710
4619,三亚城市职业学院,510,人力资源管理,3,283,287545
4619,三亚城市职业学院,511,宠物养护与驯导,3,388,260159
4619,三亚城市职业学院,512,旅游管理,3,357,272220
4619,三亚城市职业学院,513,烹饪工艺与营养,3,348,274732
4619,三亚城市职业学院,514,高速铁路客运服务,7,354,273158
4619,三亚城市职业学院,515,空中乘务,7,306,283594
4619,三亚城市职业学院,516,计算机应用技术,7,340,276726
4619,三亚城市职业学院,517,婴幼儿托育服务与管理,7,291,286069
4619,三亚城市职业学院,518,电子商务,7,327,279735
4619,三亚城市职业学院,523,应用英语,2,328,279535
4619,三亚城市职业学院,524,大数据与会计(中外合作办学),5,294,285541
4619,三亚城市职业学院,525,现代物流管理(中外合作办学),5,287,286795
4620,三亚中瑞酒店管理职业学院,501,酒店管理与数字化运营(互联网营销官方向),10,287,286836
4620,三亚中瑞酒店管理职业学院,502,国际邮轮乘务管理,5,298,284903
4620,三亚中瑞酒店管理职业学院,503,烹饪工艺与营养,5,268,0
4620,三亚中瑞酒店管理职业学院,504,西式烹饪工艺,10,268,0
4620,三亚中瑞酒店管理职业学院,505,空中乘务,15,268,0
4620,三亚中瑞酒店管理职业学院,507,民航空中安全保卫,10,268,0
4620,三亚中瑞酒店管理职业学院,508,旅游管理,5,309,283136
4620,三亚中瑞酒店管理职业学院,509,融媒体技术与运营,95,268,0
4620,三亚中瑞酒店管理职业学院,510,网络新闻与传播,40,268,0
4620,三亚中瑞酒店管理职业学院,511,市场营销(奢侈品营销方向),55,268,0
4620,三亚中瑞酒店管理职业学院,512,建筑装饰工程技术,20,268,0
4620,三亚中瑞酒店管理职业学院,513,大数据与财务管理(智能财务方向),5,268,0
4620,三亚中瑞酒店管理职业学院,514,大数据与会计,5,275,289146
4620,三亚中瑞酒店管理职业学院,515,工商企业管理,5,268,0
4621,海南比勒费尔德应用科学大学,1,计算机科学与技术,2,480,194312
4621,海南比勒费尔德应用科学大学,2,电子信息科学与技术,3,485,189378
4621,海南比勒费尔德应用科学大学,3,经济工程,5,471,203091
4621,海南比勒费尔德应用科学大学,4,物流工程,5,470,204155
4622,海南东方新丝路职业学院,501,新能源材料应用技术,5,298,284850
4622,海南东方新丝路职业学院,502,机电一体化技术,30,268,0
4622,海南东方新丝路职业学院,503,工业机器人技术,30,268,0
4622,海南东方新丝路职业学院,504,新能源汽车技术,35,268,0
4622,海南东方新丝路职业学院,505,软件技术,20,268,0
4622,海南东方新丝路职业学院,506,中药学,55,268,0
4622,海南东方新丝路职业学院,507,康复治疗技术,25,268,0
4622,海南东方新丝路职业学院,508,大数据与会计,32,268,0
4622,海南东方新丝路职业学院,509,电子商务,5,311,282783
4622,海南东方新丝路职业学院,510,视觉传达设计,25,268,0
4622,海南东方新丝路职业学院,511,数字媒体艺术设计,25,268,0
4623,三亚护理职业学院,501,护理,86,268,0
4623,三亚护理职业学院,505,中医康复技术,2,268,0
4623,三亚护理职业学院,507,医学美容技术,4,268,0
4623,三亚护理职业学院,508,康复治疗技术,4,268,0
4623,三亚护理职业学院,509,口腔卫生保健,4,268,0
4623,三亚护理职业学院,512,智慧健康养老服务与管理,6,268,0
5006,重庆人文科技学院,6,广播电视编导,1,567,91676
5009,重庆城市管理职业学院,502,跨境电子商务,1,504,167511
5009,重庆城市管理职业学院,504,园林工程技术,3,437,231756
5009,重庆城市管理职业学院,505,药品质量与安全,2,488,186404
5012,重庆城市科技学院,2,工程造价,2,489,184539
5012,重庆城市科技学院,8,信息安全,1,515,154503
5012,重庆城市科技学院,10,数字经济,1,507,164178
5012,重庆城市科技学院,11,金融学,1,564,95373
5012,重庆城市科技学院,25,健康服务与管理,1,563,96663
5012,重庆城市科技学院,30,会计学(菁英实验班),2,568,90469
5013,重庆电力高等专科学校,508,工业互联网应用,2,488,185919
5015,重庆工程职业技术学院,503,机电一体化技术(中外合作办学),4,446,225263
5015,重庆工程职业技术学院,504,工业机器人技术(中外合作办学),4,446,225078
5015,重庆工程职业技术学院,506,软件技术(中外合作办学),4,468,206315
5015,重庆工程职业技术学院,507,通信类,2,465,209114
5015,重庆工程职业技术学院,508,工程造价,2,471,203252
5015,重庆工程职业技术学院,509,水文与工程地质,2,486,188143
5015,重庆工程职业技术学院,510,工程测量技术,1,482,192448
5015,重庆工程职业技术学院,511,测绘地理信息技术,2,489,184385
5018,重庆工商大学派斯学院,1,数字经济,2,503,168749
5018,重庆工商大学派斯学院,4,金融工程,6,489,185189
5019,重庆财经学院,5,经济统计学,1,508,163226
5019,重庆财经学院,19,区块链工程,1,519,149959
5028,重庆对外经贸学院,2,金融工程,2,489,185424
5028,重庆对外经贸学院,6,电子科学与技术,2,506,165579
5028,重庆对外经贸学院,9,数据科学与大数据技术,3,496,177046
5028,重庆对外经贸学院,20,数字经济,3,490,183484
5028,重庆对外经贸学院,21,虚拟现实技术,4,489,184492
5028,重庆对外经贸学院,22,区块链工程,5,488,185638
5028,重庆对外经贸学院,24,软件工程,4,495,177911
5033,重庆移通学院,6,电气工程及其自动化(中外合作办学),20,473,201167
5033,重庆移通学院,7,机械设计制造及其自动化(中外合作办学),25,467,206690
5036,重庆电子科技职业大学,503,建筑智能化工程技术,3,477,197006
5036,重庆电子科技职业大学,504,建设工程管理类,5,470,204018
5037,重庆信息技术职业学院,501,护理,6,366,269221
5037,重庆信息技术职业学院,502,智能机器人技术,3,381,263054
5037,重庆信息技术职业学院,503,新能源汽车技术,3,383,262238
5037,重庆信息技术职业学院,504,电子信息工程技术,3,364,269705
5037,重庆信息技术职业学院,505,软件技术,4,353,273206
5037,重庆信息技术职业学院,506,数字媒体技术,3,383,262413
5037,重庆信息技术职业学院,507,康复治疗技术,5,360,271288
5037,重庆信息技术职业学院,508,电子商务,3,396,256214
5038,重庆建筑科技职业学院,501,智能建造技术,3,383,262353
5038,重庆建筑科技职业学院,502,智能机器人技术,4,359,271562
5038,重庆建筑科技职业学院,503,无人机应用技术,4,366,269094
5038,重庆建筑科技职业学院,504,物联网应用技术,4,368,268244
5038,重庆建筑科技职业学院,505,人工智能数据工程技术,4,341,276600
5038,重庆建筑科技职业学院,506,健康管理,3,372,267017
5038,重庆建筑科技职业学院,507,研学旅行管理与服务,3,337,277564
5038,重庆建筑科技职业学院,508,移动商务,3,366,269262
5038,重庆建筑科技职业学院,509,网络直播与运营,3,352,273533
5038,重庆建筑科技职业学院,510,虚拟现实技术应用,3,350,274141
5038,重庆建筑科技职业学院,511,新能源汽车技术(中外合作办学),6,268,0
5039,重庆电讯职业学院,501,建筑消防技术,6,344,275742
5039,重庆电讯职业学院,502,机电一体化技术,18,354,273040
5039,重庆电讯职业学院,503,工业机器人技术,18,330,279046
5039,重庆电讯职业学院,504,新能源汽车技术,18,331,278893
5039,重庆电讯职业学院,505,智能网联汽车技术,18,306,283674
5039,重庆电讯职业学院,506,药品经营与管理,3,322,280784
5039,重庆电讯职业学院,507,民航运输服务,8,311,282714
5039,重庆电讯职业学院,508,城市轨道交通运营管理,7,394,257296
5039,重庆电讯职业学院,509,应用电子技术,6,326,279923
5039,重庆电讯职业学院,510,软件技术,18,311,282791
5039,重庆电讯职业学院,511,数字媒体技术,11,315,282019
5039,重庆电讯职业学院,512,大数据技术,18,313,282412
5039,重庆电讯职业学院,513,信息安全技术应用,8,291,286106
5039,重庆电讯职业学院,514,工业互联网技术,5,315,282081
5039,重庆电讯职业学院,516,现代通信技术,7,312,282658
5039,重庆电讯职业学院,517,现代移动通信技术,9,307,283521
5039,重庆电讯职业学院,518,电信服务与管理,5,268,0
5039,重庆电讯职业学院,519,会计信息管理,6,322,280818
5039,重庆电讯职业学院,520,电子商务,9,342,276182
5039,重庆电讯职业学院,521,现代物流管理,5,268,0
5039,重庆电讯职业学院,522,融媒体技术与运营,9,319,281328
5039,重庆电讯职业学院,523,汽车制造与试验技术(中外合作办学),46,268,0
5039,重庆电讯职业学院,524,通信系统运行管理(中外合作办学),30,268,0
5040,重庆艺术工程职业学院,501,建筑智能化工程技术,4,372,266706
5040,重庆艺术工程职业学院,502,物联网应用技术,4,383,262251
5040,重庆艺术工程职业学院,510,融媒体技术与运营,4,389,259674
5040,重庆艺术工程职业学院,511,空中乘务,4,268,0
5040,重庆艺术工程职业学院,512,民航安全技术管理,4,268,0
5041,重庆轻工职业学院,501,机电一体化技术,10,368,268276
5041,重庆轻工职业学院,502,工业机器人技术,10,337,277563
5041,重庆轻工职业学院,503,新能源汽车技术,10,329,279388
5041,重庆轻工职业学院,504,人工智能技术应用,10,340,276748
5041,重庆轻工职业学院,505,智能安防运营管理,5,268,0
5041,重庆轻工职业学院,506,包装策划与设计,5,325,280119
5041,重庆轻工职业学院,507,数字媒体技术,10,344,275891
5041,重庆轻工职业学院,508,物联网应用技术,12,325,280201
5041,重庆轻工职业学院,509,大数据技术,10,324,280421
5041,重庆轻工职业学院,510,食品智能加工技术,6,268,0
5041,重庆轻工职业学院,511,食品检验检测技术,6,352,273565
5041,重庆轻工职业学院,512,药物制剂技术,8,355,272860
5041,重庆轻工职业学院,513,药品经营与管理,6,382,262743
5041,重庆轻工职业学院,514,智慧健康养老服务与管理,5,268,0
5041,重庆轻工职业学院,515,大数据与财务管理,6,331,278975
5041,重庆轻工职业学院,516,网络营销与直播电商,6,299,284757
5041,重庆轻工职业学院,517,城市轨道交通运营管理,5,313,282473
5041,重庆轻工职业学院,518,智能网联汽车技术,10,268,0
5041,重庆轻工职业学院,519,护理,12,268,0
5041,重庆轻工职业学院,520,跨境电子商务,6,268,0
5042,重庆电信职业学院,501,汽车电子技术,4,331,278998
5042,重庆电信职业学院,502,汽车造型与改装技术,15,310,282972
5042,重庆电信职业学院,503,新能源汽车技术,18,314,282252
5042,重庆电信职业学院,504,虚拟现实技术应用,8,305,283792
5042,重庆电信职业学院,505,工业互联网技术,18,268,0
5042,重庆电信职业学院,506,电信服务与管理,41,268,0
5043,重庆幼儿师范高等专科学校,501,智慧健康养老服务与管理,3,476,198767
5044,重庆科技职业学院,501,城市轨道交通运营管理,5,383,262304
5044,重庆科技职业学院,502,现代移动通信技术,5,268,0
5044,重庆科技职业学院,503,智能网联汽车技术,5,268,0
5044,重庆科技职业学院,504,大数据技术,5,353,273246
5044,重庆科技职业学院,505,酒店管理与数字化运营,5,298,284886
5044,重庆科技职业学院,506,新能源汽车技术,5,375,265535
5044,重庆科技职业学院,507,大数据与会计,5,398,255430
5044,重庆科技职业学院,508,旅游管理,5,268,0
5044,重庆科技职业学院,509,学前教育,5,345,275628
5044,重庆科技职业学院,510,电子商务,5,321,280983
5044,重庆科技职业学院,511,电子信息工程技术,5,363,270141
5044,重庆科技职业学院,512,汽车检测与维修技术,5,268,0
5044,重庆科技职业学院,513,智慧健康养老服务与管理,5,333,278566
5044,重庆科技职业学院,514,机械制造及自动化,5,399,254633
5044,重庆科技职业学院,515,智能控制技术,5,353,273277
5044,重庆科技职业学院,516,计算机应用技术,5,370,267715
5044,重庆科技职业学院,517,物联网应用技术,5,334,278220
5044,重庆科技职业学院,518,人工智能技术应用,5,346,275310
5045,重庆资源与环境保护职业学院,501,金融科技应用,10,275,289147
5045,重庆资源与环境保护职业学院,502,新能源汽车检测与维修技术,10,338,277215
5045,重庆资源与环境保护职业学院,503,大数据技术,15,319,281402
5045,重庆资源与环境保护职业学院,504,大数据与会计,6,358,271939
5045,重庆资源与环境保护职业学院,505,人工智能技术应用,15,304,283912
5045,重庆资源与环境保护职业学院,506,环境监测技术,8,316,281804
5045,重庆资源与环境保护职业学院,507,药品质量与安全,10,329,279281
5045,重庆资源与环境保护职业学院,508,城市轨道交通运营管理,14,367,268871
5045,重庆资源与环境保护职业学院,509,数字媒体技术,15,317,281631
5045,重庆资源与环境保护职业学院,510,环境工程技术,19,268,0
5045,重庆资源与环境保护职业学院,511,药品经营与管理,12,321,280894
5045,重庆资源与环境保护职业学院,512,建筑室内设计,8,314,282211
5045,重庆资源与环境保护职业学院,513,物联网应用技术,10,268,0
5045,重庆资源与环境保护职业学院,514,智能环保装备技术,8,268,0
5045,重庆资源与环境保护职业学院,515,智慧健康养老服务与管理,4,329,279405
5045,重庆资源与环境保护职业学院,516,学前教育,2,357,272230
5045,重庆资源与环境保护职业学院,517,计算机应用技术,10,268,0
5045,重庆资源与环境保护职业学院,519,智能机电技术,10,308,283283
